Builder,Title,Type,Size (bytes),Local File,Source URL,Downloaded,Building Details (extracted)
WB Home Builders,Example of a file download Download Brochure for THE COMO,brochure,1630975,D:\Coleen\app\assets\wb_home_builders\THE-COMO-BROCHURE-PLAN-2.pdf,https://www.wbhomes.com.au/wp-content/uploads/2021/05/THE-COMO-BROCHURE-PLAN-2.pdf,2026-07-23 12:34:16,"THE COMO REAR STRATA Ground Floor 91.17 Store 4.30 Upper Floor 112.09 Alfresco 12.24 Garage 37.79 Porch 0.95 TOTAL 258.54 m² x 4 x 2.5 13,890 10,890 N BED 4 BATH E H BED 3 3.6 x 3.0 ALFRESCO LIVING 7.2 x 4.2 DINING C 3.3 x 4.2 3.0 x 4.2 T IK WC Y R LINEN E L L 0 U E 9 STUDY C S T IU 9 ,1 3.0 x 3.9 BED 2 S 1 2.9 x 3.9 N 0 ENTRY PDR E 9 2 ,5 L'DRY 1 STORE 3.3 x 1.3 MASTER SUITE WIR 3.9 x 4.0 N A L P N GARAGE A R O 6.0 x 5.9 L P O R L O F O D L N F U R O E P R P G U © COPYRIGHT OF THIS DESIGN IS THE SOLE PROPERTY OF WEBB & BROWN-NEAVES AND 1:100 SCALE WBHOMES.COM.AU THERE IS NO IMPLIED LICENCE FOR ITS USE FOR ANY PURPOSE. BC5409"
WB Home Builders,Example of a file download Download Brochure for THE AZURE,brochure,1621594,D:\Coleen\app\assets\wb_home_builders\AZURE-BROCHURE-PLAN.pdf,https://www.wbhomes.com.au/wp-content/uploads/2021/09/AZURE-BROCHURE-PLAN.pdf,2026-07-23 12:34:11,"THE AZURE 17m FRONTAGE Ground Floor 267.42567.45Porch 4.76 335.81 m² Garage 38.8138.81 Alfresco 24.7924.79 TOTAL 335.81 m² x 4 x 2 15,990 L'DRY KITCHEN DINING 5.5 x 4.3 ALFRESCO 3.4 x 7.3 BED 4 4.0 x 3.0 LIVING 5.4 x 5.4 WC BATH 0 9 8 ,5 THEATRE 2 3.8 x 5.1 BED 3 3.2 x 3.7 BED 2 WIR 4.3 x 3.0 MASTER SUITE 4.1 x 4.6 ENTRY GARAGE 6.0 x 6.1 ENSUITE SITTING 4.2 x 4.4 N A L PORCH P R O O L F © COPYRIGHT OF THIS DESIGN IS THE SOLE PROPERTY OF WEBB & BROWN-NEAVES AND 1:100 SCALE WBHOMES.COM.AU THERE IS NO IMPLIED LICENCE FOR ITS USE FOR ANY PURPOSE. BC5409"
WB Home Builders,Example of a file download Download Brochure for THE ZENITH,brochure,2102162,D:\Coleen\app\assets\wb_home_builders\THE-ZENITH-BROCHURE-PLAN-1.pdf,https://www.wbhomes.com.au/wp-content/uploads/2021/05/THE-ZENITH-BROCHURE-PLAN-1.pdf,2026-07-23 12:34:05,"THE ZENITH REAR STRATA Upper Floor 109.01209.0G2arage 35.52 Ground Floor 103.71403.7P4orch 1.88 Store 4.74 4.7A4lfresco 11.10 TOTAL 266.00 m² x 5 x 3 16,690 WIP STORE L'DRY ALFRESCO N DINING 2.9 x 3.9 E H 3.7 x 3.9 C T slab sla IKb b/out b/out over over GARAGE 5.9 x 5.8 0 9 1 ENTRY ,4 1 LIVING slab b/out 4.8 x 4.0 over PORCH N A L P R BATH B O O L F GUEST BED D N 3.9 x 3.1 U O R G 13,490 BED 3 BATH BED 4 3.4 x 3.1 2.7 x 3.5 slab b/out WIR ENSUITE 0 slab 9 b/out 4 N ,8 A L P slab b/out R O BED 2 MASTER SUITE WC O 3.6 x 3.2 WIL 4.1 x 4.2 L F R E P P U © COPYRIGHT OF THIS DESIGN IS THE SOLE PROPERTY OF WEBB & BROWN-NEAVES AND 1:100 SCALE WBHOMES.COM.AU THERE IS NO IMPLIED LICENCE FOR ITS USE FOR ANY PURPOSE. BC5409"
WB Home Builders,Example of a file download Download Brochure for THE SOPHIA,brochure,2809825,D:\Coleen\app\assets\wb_home_builders\The-Sophia-Modern-Brochure_052212.pdf,https://www.wbhomes.com.au/wp-content/uploads/2022/11/The-Sophia-Modern-Brochure_052212.pdf,2026-07-23 12:33:59,"THE SOPHIA - MODERN 14m FRONTAGE PHOTO Upper Floor 99.8969.8P6orch 2.16 Ground Floor 181.15891.5A9lfresco 25.96 349.88 m² Garage 40.3410.31 TOTAL 349.88 m² x 4 x 2 12,390 free standing bath Y WIR R D N ENSUITE U A L MASTER SUITE Y R E 4.3 x 4.0 L L Y U PDR R T C N S A P p a t KITCHEN 6.0 x 2.9 ALFRESCO 5.9 x 4.4 DINING 8,930 6.0 x 3.8 0 9 2 ,4 2 BED 2 BED 3 LIVING 3.3 x 4.6 3.3 x 4.6 6.0 x 3.9 P O VOID OVER R WORKSHOP VOID D WC 0 3 0 ,3 1 N GARAGE A L P 6.2 x 7.2 N BATH ENTRY R A O L P O OFFICE R SITTING L O F 3.8 x 3.9 4.3 x 3.8 O D L N F U PORCH R BED 4 O E R P P 4.3 x 3.2 G U © COPYRIGHT OF THIS DESIGN IS THE SOLE PROPERTY OF WEBB & BROWN-NEAVES AND 1:100 SCALE WBHOMES.COM.AU THERE IS NO IMPLIED LICENCE FOR ITS USE FOR ANY PURPOSE. BC5409"
WB Home Builders,Example of a file download Download Brochure for THE MONDO,brochure,1570038,D:\Coleen\app\assets\wb_home_builders\THE-MONDO-BROCHURE-PLAN-2.pdf,https://www.wbhomes.com.au/wp-content/uploads/2021/05/THE-MONDO-BROCHURE-PLAN-2.pdf,2026-07-23 12:33:51,"THE MONDO REAR STRATA Upper floor 136.28 Alfresco 26.10 Ground floor 125.62 Garage 51.72 TOTAL 339.72 m² x 4 x 3 17,890 SCULLERY N E H DINING ALFRESCO C 5.0 x 4.0 L'DRY 5.0 x 5.3 T IK LINEN PDR LIVING 5.0 x 5.7 0 9 4 ,7 STUDY /BED 4 1 4.0 x 3.5 STORE N A L GARAGE 13,090 P R 7.3 x 6.7 O O L F D WC N U O R BED 3 G WIR MASTER SUITE 3.5 x 3.9 4.1 x 4.7 ENSUITE 0 LINEN 3 9 ,0 1 BATH SITTING N A 5.4 x 4.6 L P R O O BED 2 L F 3.4 x 3.8 R E P P U © COPYRIGHT OF THIS DESIGN IS THE SOLE PROPERTY OF WEBB & BROWN-NEAVES AND 1:100 SCALE WBHOMES.COM.AU THERE IS NO IMPLIED LICENCE FOR ITS USE FOR ANY PURPOSE. BC5409"
WB Home Builders,Example of a file download Download Brochure for THE BROOKTON,brochure,5485790,D:\Coleen\app\assets\wb_home_builders\Brookton-WB-Specification-Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2024/05/Brookton-WB-Specification-Brochure.pdf,2026-07-23 12:33:45,"PHOTO TOTAL 13,790 The copyright of this design is the sole property of ABN WA Residential Pty. Ltd. trading as 1:100 SCALE WBHOMES.COM.AU Webb & Brown-Neaves Homes and there is no implied licence for its use for any purpose. BC5409 © 090,02 ALFRESCO 7.1 x 4.0 RECESSED CEILING WITH FEATURE TROUGH DINING 8.7 x 5.0 LIVING overall 11,990 KITCHEN WIP LAUNDRY PDR 2 GUEST MH 660 x 560 3.9 x 3.0 RECESSED CEILING STORE 3.0 x 0.9 ENS 2 ENTRY GARAGE RECESSED CEILING WITH FEATURE TROUGH 6.1 x 6.1 LOUNGE 4.5 x 3.6 PORCH FEATURE BRICKWORK FEATURE BRICKWORK 049,11 Ground Floor 158.61 Alfresco 28.36 First Floor 129.81 Balcony 7.31 Garage 34.17 Porch 3.57 Store 4.23 366.06 m² 4 3 WIR WIR BED 2 BED 3 4.5 x 3.0 4.5 x 3.0 PDR 1 BATH DRESSING ROOM SITTING 4.2 x 4.2 MASTER SUITE 4.1 x 3.7 ENS 1 BALCONY NALP ROOLF DNUORG NALP ROOLF REPPU THE BROOKTON 15.4m FRONTAGE TOTAL xx 4 xx"
WB Home Builders,Example of a file download Download Brochure for THE RICHMOND,brochure,3154367,D:\Coleen\app\assets\wb_home_builders\The-Richmond_Designer-Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2022/07/The-Richmond_Designer-Brochure.pdf,2026-07-23 12:33:35,"THE RICHMOND - DESIGNER 12m FRONTAGE PHOTO Ground Floor 150.12570.2A7lfresco 14.97 Upper floor 91.8941.8P4orch 2.23 Garage 35.6365.66 TOTAL 294.97 m² x 4 x 2 10,390 ALFRESCO 5.0 x 3.0 DINING 4.2 x 4.0 LIVING 5.7 x 4.1 p a t g n id nh KITCHEN a ts e ta b e rf 4.5 x 4.2 ENS 0 9 8,890 7 ,3 SCULLERY 2 WIR LAUNDRY WIL BED 4 MASTER SUITE BATH 4.0 x 2.9 4.2 x 4.0 PDR WC BED 3 0 4.0 x 2.9 9 8 ,0 1 N A GARAGE L P 5.9 x 5.7 N R ENTRY A O L P O STUDY SITTING R L F 2.8 x 3.9 O 4.2 x 4.0 BED 2 O D L 4.0 x 2.9 N F U PORCH R O E P R P G U © COPYRIGHT OF THIS DESIGN IS THE SOLE PROPERTY OF WEBB & BROWN-NEAVES AND 1:100 SCALE WBHOMES.COM.AU THERE IS NO IMPLIED LICENCE FOR ITS USE FOR ANY PURPOSE. BC5409"
WB Home Builders,Example of a file download Download Brochure for THE SERENO,brochure,2805935,D:\Coleen\app\assets\wb_home_builders\Sereno_Modern_Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2023/03/Sereno_Modern_Brochure.pdf,2026-07-23 12:33:25,"THE SERENO - MODERN 15m FRONTAGE PHOTO Ground Floor 161.01461.0A4lfresco 19.22 Upper Floor 130.01930.0B9alcony 5.44 Porch 3.90 3.9G0arage 41.65 TOTAL 361.34 m² xx 44 xx 3 12,690 ALFRESCO 5.5 x 3.5 KITCHEN LIVING DINING 4.9 x 4.0 4.9 x 3.9 11,090 WC Y R 0 9 9 ,0 2 T H H O EA M TR E E PANTRY E L L U C BATH 660 M x H 560 N ST O U O DY K B 4. E 2 D x 3 . 4 3 4.2 x 3.9 S LAUNDRY WC ENSUITE BED 3 GUEST 4.2 x 3.3 0 SUITE 9 4 3.9 x 3.3 ,2 1 WIR WIR GARAGE PDR SITTING ENTRY MASTER LANDING 4.1 x 4.0 SUITE HOME OFFICE 4.4 x 3.9 N 3.9 x 2.4 A L P PORCH N BALCONY R A O L P O R L O F O D L N F U R O E P R P G U The copyright of this design is the sole property of ABN WA Residential Pty. Ltd. trading as 1:100 SCALE WBHOMES.COM.AU Webb & Brown-Neaves Homes and there is no implied licence for its use for any purpose. BC5409 ©"
WB Home Builders,Example of a file download Download Brochure for THE BIANCA,brochure,1579817,D:\Coleen\app\assets\wb_home_builders\Bianca_WB-Spec_Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2023/01/Bianca_WB-Spec_Brochure.pdf,2026-07-23 12:33:18,"PHOTO TOTAL The copyright of this design is the sole property of ABN WA Residential Pty. Ltd. trading as 1:100 SCALE WBHOMES.COM.AU Webb & Brown-Neaves Homes and there is no implied licence for its use for any purpose. BC5409 © 097,91 12,410 LAUNDRY PDR HOME OFFICE 3.6 x 3.1 YRELLUCS ALFRESCO 4.4 x 4.0 DINING 4.8 x 3.5 LIVING 5.5 x 5.1 KITCHEN RECESSED CEILING THEATRE 3.8 x 3.8 MH 660 x 560 ENTRY GARAGE 6.1 x 6.1 PORCH 076,61 Ground Floor 133.35 Alfresco 17.77 Upper Floor 157.75 Porch 2.07 Garage 36.99 347.93 m² 3 2 10,390 MASTER SUITE 4.8 x 4.0 VOID DRESSING ROOM SITTING 5.4 x 3.7 ENS BATH WIR BED 2 BED 3 3.9 x 3.5 3.8 x 3.6 WIR NALP ROOLF DNUORG NALP ROOLF REPPU THE BIANCA 13.8m FRONTAGE xx xx"
WB Home Builders,Example of a file download Download Brochure for THE FLOREAT,brochure,847876,D:\Coleen\app\assets\wb_home_builders\Floreat_WB-Spec_Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2023/10/Floreat_WB-Spec_Brochure.pdf,2026-07-23 12:33:12,"THE FLOREAT 18.6m FRONTAGE PHOTO Ground Floor 250.82450.84Porch 3.63 Garage 36.6236.62 Alfresco 21.5621.56 TOTAL 312.65 m² xx 44 xx 2 17,490 BED 4 3.5 x 2.9 STUDY ALFRESCO 4.3 x 2.1 4.9 x 4.4 BED 3 3.5 x 3.4 LIVING 5.8 x 5.7 BATH BED 2 3.5 x 3.4 0 5 N DINING 3 N E ,4 LI 5.2 x 3.6 2 PDR ENSUITE L'DRY KITCHEN WIL WIR SCULLERY APPL. N A GARAGE L P ENTRY MULTI- 6.0 x 6.1 PURPOSE R MASTER SUITE O 4.4 x 3.9 4.7 x 4.0 O L F D N U PORCH O R G The copyright of this design is the sole property of ABN WA Residential Pty. Ltd. trading as 1:100 SCALE WBHOMES.COM.AU Webb & Brown-Neaves Homes and there is no implied licence for its use for any purpose. BC5409 ©"
WB Home Builders,Example of a file download Download Brochure for THE WINDSOR,brochure,1750420,D:\Coleen\app\assets\wb_home_builders\The-Windsor_WB-Spec_Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2024/02/The-Windsor_WB-Spec_Brochure.pdf,2026-07-23 12:33:07,Ground Floor 136.18 Alfresco 18.32 First Floor 110.61 Porch Garage 34.97 1.61 301.69 m²
WB Home Builders,Example of a file download Download Brochure for THE BROOKTON II,brochure,2055761,D:\Coleen\app\assets\wb_home_builders\Brookton-II-WB-Specification-Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2024/05/Brookton-II-WB-Specification-Brochure.pdf,2026-07-23 12:33:00,"THE BROOKTON II 15.4m FRONTAGE Ground Floor 159.81159.8A1lfresco 28.36 PHOTO First Floor 129.91929.9B9alcony 7.31 Garage 34.0534.0P5orch 3.57 Store 4.23 4.23 TTOOTTAALL 367.32 m² xx 44 xx 3 13,770 ALFRESCO 7.1 x 4.0 MH 605 x 605 LIVING DINING 8.6 x 5.0 overall 11,990 KITCHEN 0 9 0 ,0 2 WIP LAUNDRY WIR WIR SCUL'RY BED 2 BED 3 4.5 x 3.0 4.5 x 3.0 PDR 1 GUEST MH PDR 2 605 x 605 3.9 x 3.0 BATH RECESSED CEILING STORE 3.0 x 0.9 N 0 4 A L ENS 2 9 ,1 DRESSING P N 1 ROOM R A O L ENTRY P SITTING O GARAGE RECESSED CEILING R 4.2 x 4.2 L 6.1 x 6.1 O F O MASTER D LOUNGE N 4.6 x 3.6 L F SUITE U R 4.1 x 3.7 O E ENS 1 PORCH P R G P U BALCONY The copyright of this design is the sole property of ABN WA Residential Pty. Ltd. trading as 1:100 SCALE WBHOMES.COM.AU Webb & Brown-Neaves Homes and there is no implied licence for its use for any purpose. BC5409 ©"
WB Home Builders,Example of a file download Download Brochure for THE PADDINGTON,brochure,1349255,D:\Coleen\app\assets\wb_home_builders\The-Paddington-Designer-Brochure_230223.pdf,https://www.wbhomes.com.au/wp-content/uploads/2022/11/The-Paddington-Designer-Brochure_230223.pdf,2026-07-23 12:32:53,"THE PADDINGTON DESIGNER 10m FRONTAGE PHOTO Ground Floor 146.13446.3B4alcony 4.10 Upper Floor 98.8908.8P0orch 3.74 Garage 36.1396.1A9lfresco 16.48 TOTAL 305.65 m² x 4 x 2 8,890 ALFRESCO 4.6 x 3.5 KITCHEN 4.5 x 2.7 DINING 4.9 x 3.7 tap SCULLERY LIVING 4.6 x 3.8 LAUNDRY 6,990 STUDY 0 E T 3.3 x 2.8 3 0 IU ,7 S 2 N E BATH BED 4 3.4 x 4.0 PDR WIL WC MASTER SUITE 4.3 x 3.8 0 9 DROPZONE VOID 5 WIR OVER ,5 BED 3 VOID 1 3.1 x 4.5 N A L P N R GARAGE A O L P 6.0 x 6.1 O ENTRY R L O SITTING F D O 3.9 x 3.3 L N F BED 2 U R O E 3.1 x 4.5 P R P G U PORCH © COPYRIGHT OF THIS DESIGN IS THE SOLE PROPERTY OF WEBB & BROWN-NEAVES AND 1:100 SCALE WBHOMES.COM.AU THERE IS NO IMPLIED LICENCE FOR ITS USE FOR ANY PURPOSE. BC5409"
WB Home Builders,Example of a file download Download Brochure for THE BESSER,brochure,1763058,D:\Coleen\app\assets\wb_home_builders\The-Besser_Display_Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2024/10/The-Besser_Display_Brochure.pdf,2026-07-23 12:32:47,"The BESSER GroGunRdO FUloNoDr FLOOR 163.21 FRONTAGE 15 FirsFt FIRloSoTr FLOOR 131.48 TOTAL AREA 357.45 m² GarGagAeRAGE 38.85 BED 4 AlfreAsLcFoRESCO 21.31 BATH 2 PorcPhORCH 2.60 13,450 FEATURE WALL FEATURE TROUGH LIVING ALFRESCO 6.0 x 3.8 5.3 x 4.0 MH 605 x 605 DINING 6.0 x 3.8 11,370 KITCHEN 0 9 7 BED 4 ,0 2 3.8 x 3.2 PDR L'DRY MH WIR PDR 605 x 605 ENS ENTRY 0 9 9 ,2 1 BATH B 4 E .1 x D 3. 2 3 FEATURE TROUGH GARAGE 6.1 x 6.1 PRIMARY PORCH BED BED 2 4.7 x 3.8 4.2 x 3.2 SITTING 4.7 x 4.3 FEATURE WALL FEATURE WALL GROUND FLOOR PLAN UPPER FLOOR PLAN"
WB Home Builders,Example of a file download Download Brochure for THE BESSER II,brochure,1837091,D:\Coleen\app\assets\wb_home_builders\The-Besser-II-Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2024/11/The-Besser-II-Brochure.pdf,2026-07-23 12:32:40,"The BESSER II GroGunRdO FUloNoDr FLOOR 163.17 FRONTAGE 15 FirsFt FIRloSoTr FLOOR 131.48 TOTAL AREA 360.42 m² GarGagAeRAGE 38.83 BED 4 AlfreAsLcFoRESCO 24.34 BATH 2 PorcPhORCH 2.60 13,450 LIVING 6.0 x 3.8 ALFRESCO 5.3 x 4.5 MH 605 x 605 DINING 6.2 x 3.8 11,370 KITCHEN 0 9 7 ,0 2 BED 4 3.8 x 3.2 PDR L'DRY MH WIR PDR 605 x 605 ENS 1 ENTRY 0 9 9 ,2 1 BATH B 4 E .1 x D 3. 2 3 GARAGE 6.4 x 6.1 PRIMARY PORCH BED BED 2 4.7 x 3.8 4.2 x 3.2 SITTING 4.7 x 4.3 GROUND FLOOR PLAN UPPER FLOOR PLAN"
WB Home Builders,Example of a file download Download Brochure for THE WOODLANDS,brochure,2420461,D:\Coleen\app\assets\wb_home_builders\The-Woodlands.pdf,https://www.wbhomes.com.au/wp-content/uploads/2024/11/The-Woodlands.pdf,2026-07-23 12:32:34,"096,22 14,090 ALFRESCO 5.5 x 4.1 RAKED CEILING DINING 5.0 x 3.7 LIVING 6.3 x 4.8 MH 605 x 605 KITCHEN FEATURE TROUGH FEATURE TROUGH PDR SCULLERY LAUNDRY STORE 2.8 x 0.8 ENS 2 GARAGE ENTRY 6.0 x 6.0 GUEST 4.3 x 5.2 PORCH FEATURE RENDER VERANDAH 095,61 The WOODLANDS GROUND FLOOR 152.76 FRONTAGE 16 FIRST FLOOR 166.06 TOTAL AREA 415.38 m² GARAGE 35.35 BED 4 STORE 3.64 BATH 4 VERANDAH 16.76 ALFRESCO 22.51 BALCONY 16.93 PORCH 1.37 11,990 BED 3 BED 4 4.1 x 3.0 WIR WIR 4.1 x 3.0 ENS 3 ENS 4 HOME FEATURE TROUGH OFFICE 4.7 x 3.0 ENS 1 PRIMARY BED SITTING WIR 4.3 x 3.7 4.2 x 4.2 BALCONY GROUND FLOOR PLAN UPPER FLOOR PLAN"
WB Home Builders,Example of a file download Download Brochure for THE WOODLANDS II,brochure,1921526,D:\Coleen\app\assets\wb_home_builders\The-Woodlands-II_-Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2024/11/The-Woodlands-II_-Brochure.pdf,2026-07-23 12:32:26,"The WOODLANDS II GroGunRdO FUloNoDr FLOOR 152.76 FRONTAGE 16 FirsFt IFRloSoTr FLOOR 166.06 TOTAL AREA 415.38 m² GarGagAeRAGE 35.35 BED 4 StoSreTORE 3.64 BATH 4 AlfrVesEcRoANDAH 22.51 BalcAoLnFyRESCO 16.93 PorBchALCONY 1.37 VerPanOdRahCH 16.76 14,090 ALFRESCO 7.1 x 4.0 11,990 DINING 5.0 x 3.7 BED 3 BED 4 4.1 x 3.0 WIR WIR 4.2 x 3.0 LIVING 6.3 x 4.8 MH 605 x 605 KITCHEN ENS 3 ENS 4 0 9 6 ,2 2 PDR SCULLERY LAUNDRY HOME OFFICE 4.7 x 3.0 STORE 0 9 ENS 1 5 2.8 x 0.8 ,6 ENS 2 1 GARAGE ENTRY 6.1 x 6.1 GUEST PRIMARY 4.3 x 3.5 BED SITTING WIR 4.3 x 3.7 4.2 x 4.2 PORCH VERANDAH BALCONY GROUND FLOOR PLAN UPPER FLOOR PLAN"
WB Home Builders,Example of a file download Download Brochure for THE EPICURE,brochure,1207454,D:\Coleen\app\assets\wb_home_builders\The-Epicure-Designer-Brochure.pdf,https://www.wbhomes.com.au/wp-content/uploads/2024/11/The-Epicure-Designer-Brochure.pdf,2026-07-23 12:32:19,"THE EPICURE - DESIGNER 15m FRONTAGE PHOTO Ground Floor 254.21584.1P8orch 6.00 316.60 m² Garage 39.6359.65 Alfresco 16.7176.77 TOTAL 316.60 m² x 4 x 2 13,390 ALFRESCO 5.6 x 3.0 Y R D N U A L DINING 4.8 x 4.5 KITCHEN Y R E 4.5 x 3.1 L L U C tap S PANTRY LIVING 6.0 x 4.7 BED 4 4.1 x 3.7 WIR 0 3 7 MASTER SUITE ,9 2 BATH 4.1 x 4.4 PDR Z D O RO N P E gnidnats eerf htab ENSUITE SITTING 4.8 x 4.1 STORAGE GARAGE 6.0 x 6.7 BED 3 ENTRY 3.0 x 4.2 COATS N A L P BED 2 PORCH R 4.1 x 3.0 O O L F © COPYRIGHT OF THIS DESIGN IS THE SOLE PROPERTY OF WEBB & BROWN-NEAVES AND 1:100 SCALE WBHOMES.COM.AU THERE IS NO IMPLIED LICENCE FOR ITS USE FOR ANY PURPOSE. BC5409"
WB Home Builders,Example of a file download Download Brochure for THE KILLARA,brochure,3841635,D:\Coleen\app\assets\wb_home_builders\The-Killara-Classic-Brochure-1.pdf,https://www.wbhomes.com.au/wp-content/uploads/2025/04/The-Killara-Classic-Brochure-1.pdf,2026-07-23 12:32:13,"137.36 110.35 37.79 14.97 2.65 11,590 094,12 ALFRESCO 5.0 x 3.0 DINING 4.5 x 4.0 LIVING 4.9 x 4.5 SCULLERY WIP OFFICE 3.1 x 2.5 PDR LINEN L'DRY ENS 2 C WIR GARAGE 6.0 x 6.1 ENTRY GUEST SUITE 3.5 x 3.5 PORCH 032,21 The KILLARA GROUND FLOOR FRONTAGE 12.5 FIRST FLOOR TOTAL AREA 303.12 m² GARAGE BED 4 ALFRESCO BATH 3 PORCH CLASSIC 9,490 BED 4 BED 3 3.8 x 3.1 3.8 x 3.1 WC ENSUITE WIR BATH PRIMARY BED 4.5 x 4.0 SITTING 4.4 x 3.3 GROUND FLOOR PLAN UPPER FLOOR PLAN"
WB Home Builders,Example of a file download Download Brochure for THE ELLWOOD,brochure,1476856,D:\Coleen\app\assets\wb_home_builders\The-Ellwood-Classic-Brochure-NTS.pdf,https://www.wbhomes.com.au/wp-content/uploads/2025/03/The-Ellwood-Classic-Brochure-NTS.pdf,2026-07-23 12:32:00,"The ELLWOOD Areas GRGOroUuNnDd FFloLoOrOR 142.07 FRONTAGE 17 FIRFSirsTt FFLloOorOR 157.54 TOTAL AREA 380.81 m² GADRoAubGleE Garage 37.86 BED 5 ALAFlRfreEsScCoO 15.05 BATH 3 BABLaClcOonNyY 12.28 VEVR'DAaNhDAH 16.01 CLASSIC 15,490 13,190 BED 4 PRIMARY GUEST WIR 4.6 x 3.1 BED SUITE 4.6 x 4.3 3.5 x 3.0 ENS 2 SITTING PDR N 4.7 x 4.0 E N ENSUITE IL L'DRY N E N IL ALFRESCO 4.3 x 3.5 0 0 9 9 9 9 ,6 ,6 1 1 C PDR 2 Y GARAGE R E 6.2 x 6.0 ENTRY L DINING LIVING L U BED 2 BED 3 C 8.1 x 5.3 4.2 x 3.2 4.2 x 3.2 S OVERALL WIP KITCHEN BALCONY VERANDAH 1.7 x 5.3 GROUND FLOOR PLAN UPPER FLOOR PLAN NOT TO SCALE"
