suburb,state,lat,lng
Turners Beach,TAS,-41.16139,146.23444
Turners Flat,NSW,-31.03895,152.66773
Turners Marsh,TAS,-41.30522,147.12158
Turoar,VIC,-35.15461,143.13506
Turondale,NSW,-33.11943,149.57216
Tuross,NSW,-36.3031,149.4925
Tuross Head,NSW,-36.0516,150.12986
Turramurra,NSW,-33.7335,151.12798
Turrawan,NSW,-30.42057,149.91054
Turrawulla,QLD,-21.13922,148.1807
Turrella,NSW,-33.93297,151.14079
Turriff,VIC,-35.4989,142.494
Turriff East,VIC,-35.44759,142.58407
Turtons Creek,VIC,-38.55394,146.22798
Turvey Park,NSW,-35.12613,147.35708
Tusmore,SA,-34.93608,138.64766
Tutunup,WA,-33.6624,115.56047
Tutye,VIC,-35.28441,141.49669
Tweed Heads,NSW,-28.17856,153.5157
Tweed Heads South,NSW,-28.19429,153.5393
Tweed Heads South Dc,NSW,-28.2,153.545
Tweed Heads West,NSW,-28.18695,153.5039
Twelve Mile,NSW,-32.43833,149.29159
Twelve Mile Creek,NSW,-32.65334,151.86718
Twelve Mile Peg,NSW,-35.15354,150.39745
Twenty Forests,NSW,-33.67362,149.74296
Twin Rivers,NSW,-28.65806,150.7879
Twin Waters,QLD,-26.633,153.081
Two Mile,QLD,-26.172,152.635
Two Mile Flat,NSW,-32.396,149.382
Two Rocks,WA,-31.48479,115.62731
Two Wells,SA,-34.58333,138.51667
Tyaak,VIC,-37.22097,145.1431
Tyabb,VIC,-38.26511,145.1707
Tyagarah,NSW,-28.6066,153.55278
Tyalgum,NSW,-28.36667,153.21667
Tyalgum Creek,NSW,-28.35391,153.18628
Tyenna,TAS,-42.72326,146.67673
Tyenna,VIC,-35.3047,142.615
Tyers,VIC,-38.15,146.46667
Tygalgah,NSW,-28.2998,153.42132
Tylden,VIC,-37.3194,144.4052
Tylden South,VIC,-37.35223,144.37678
Tyndale,NSW,-29.57095,153.14062
Tynong,VIC,-38.08333,145.61667
Tynong North,VIC,-38.03455,145.62941
Tyntynder,VIC,-35.23967,143.55274
Tyntynder South,VIC,-35.28694,143.51806
Tyrconnel,QLD,-26.26329,147.53751
Tyrendarra,VIC,-38.21667,141.78333
Tyrendarra East,VIC,-38.24337,141.87264
Tyringa,SA,-33.10349,134.46141
Tyringham,NSW,-30.24623,152.50492
Tyrrell,VIC,-35.45469,142.96282
Tyrrell Downs,VIC,-35.32154,142.94054
Tysons Reef,VIC,-36.7458,144.289
Uarbry,NSW,-32.03226,149.69573
Ubobo,QLD,-24.40878,151.3221
Ucarty,WA,-31.31565,117.05116
Ucarty West,WA,-31.35157,116.93034
Ucolta,SA,-32.94885,138.92548
Uduc,WA,-33.05183,115.80332
Ugar Island,QLD,-10.11642,142.12755
Uki,NSW,-28.41667,153.33333
Ulamambri,NSW,-31.35982,149.32423
Ulan,NSW,-32.28208,149.71195
Ularring,WA,-29.19915,120.23658
Uley,SA,-34.73081,135.60664
Uleybury,SA,-34.67765,138.74533
Ulladulla,NSW,-35.35724,150.46132
Ullamalla,NSW,-32.93517,149.34356
Ullina,VIC,-37.2834,143.89
Ullswater,VIC,-36.92177,141.40635
Ulmarra,NSW,-29.63333,153.03333
Ulogie,QLD,-23.94316,150.50957
Ulong,NSW,-30.23333,152.9
Uloola,NSW,-34.0731,151.05676
Ulooloo,SA,-33.31393,138.93705
Ultima,VIC,-35.4743,143.26081
Ultima East,VIC,-35.4399,143.40329
Ultimo,NSW,-33.88232,151.19713
Ulupna,VIC,-35.83548,145.45311
Uluru,NT,-25.34443,131.03688
Ulverstone,TAS,-41.17026,146.18721
Ulyerra,SA,-33.5973,135.79
Umagico,QLD,-10.89279,142.35137
Umbakumba,NT,-13.86112,136.81161
Umberatana,SA,-30.1721,139.114
Umbiram,QLD,-27.65772,151.76707
Umina Beach,NSW,-33.52875,151.3075
Umpangara,NT,-23.5887,131.281
Umuwa,SA,-26.4662,132.041
Unanderra,NSW,-34.45361,150.84472
Unanderra Dc,NSW,-34.4536,150.845
Undalya,SA,-34.07359,138.69323
Undera,VIC,-36.23526,145.22709
Underbank,NSW,-32.28171,151.60523
Underbool,VIC,-35.17074,141.80804
Undercliffe,NSW,-33.9237,151.141
Underdale,SA,-34.91667,138.55
Underwood,QLD,-27.60926,153.11191
Underwood,TAS,-41.29282,147.20513
Undoolya,NT,-23.6848,133.922
Undullah,QLD,-27.89005,152.83704
Ungarie,NSW,-33.64154,146.97473
Ungarra,SA,-34.27094,136.00836
University,NT,-12.3718,130.869
University Of Adelaide,SA,-34.9206,138.60623
University Of Canberra,ACT,-35.23843,149.08426
University Of Melbourne,VIC,-37.79835,144.96097
University Of New England,NSW,-30.49871,151.64481
University Of Queensland,QLD,-27.4975,153.01369
University Of Tasmania,TAS,-42.90365,147.32585
University Of Wollongong,NSW,-34.4054,150.87843
Unley,SA,-34.95,138.6
Unley Bc,SA,-34.9484,138.601
Unley Dc,SA,-34.9511,138.607
Unley Park,SA,-34.961,138.6
Uno,SA,-32.7893,136.6
Unsw Sydney,NSW,-33.91735,151.23127
Unumgar,NSW,-28.41501,152.74201
Upalinna,SA,-31.5751,138.892
Uplands,VIC,-36.9009,147.87082
Upotipotpon,VIC,-36.5249,145.768
Upper Allyn,NSW,-32.16813,151.50222
Upper Barron,QLD,-17.35005,145.53997
Upper Bingara,NSW,-30.06984,150.66476
Upper Blessington,TAS,-41.45941,147.5854
Upper Bowman,NSW,-31.92405,151.78338
Upper Brookfield,QLD,-27.47778,152.86889
Upper Burnie,TAS,-41.0724,145.8995
Upper Burringbar,NSW,-28.45137,153.42132
Upper Bylong,NSW,-32.44029,150.14054
Upper Caboolture,QLD,-27.11,152.9
Upper Capel,WA,-33.59794,115.82059
Upper Castra,TAS,-41.33333,146.13333
Upper Chichester,NSW,-32.2134,151.641
Upper Colo,NSW,-33.41667,150.73333
Upper Coomera,QLD,-27.88013,153.28319
Upper Coopers Creek,NSW,-28.6012,153.401
Upper Cooyar Creek,QLD,-26.97878,151.76174
Upper Copmanhurst,NSW,-29.57044,152.74415
Upper Corindi,NSW,-30.01715,153.11599
Upper Crystal Creek,NSW,-28.27512,153.3034
Upper Daintree,QLD,-16.22364,145.29189
Upper Daradgee,QLD,-17.52466,145.96579
Upper Dartbrook,NSW,-31.96645,150.76976
Upper Dawson,QLD,-25.38956,148.6134
Upper Duck Creek,NSW,-28.56538,152.69306
Upper Duroby,NSW,-28.25142,153.43607
Upper Eden Creek,NSW,-28.53773,152.8772
Upper Esk,TAS,-41.43599,147.72619
Upper Ferntree Gully,VIC,-37.895,145.31
Upper Fine Flower,NSW,-29.32383,152.65062
Upper Flagstone,QLD,-27.6325,152.00139
Upper Freestone,QLD,-28.14323,152.20586
Upper Glastonbury,QLD,-26.27088,152.4812
Upper Growee,NSW,-32.64735,150.02325
Upper Gundowring,VIC,-36.49168,147.07102
Upper Haughton,QLD,-19.63947,147.11224
Upper Hermitage,SA,-34.792,138.756
Upper Horseshoe Creek,NSW,-28.53691,153.08762
Upper Horton,NSW,-30.14095,150.44706
Upper Kandanga,QLD,-26.41415,152.58731
Upper Kangaroo River,NSW,-34.69557,150.59368
Upper Kangaroo Valley,NSW,-34.69557,150.59368
Upper Karuah River,NSW,-32.20558,151.80604
Upper Kedron,QLD,-27.41889,152.91889
Upper Lansdowne,NSW,-31.71457,152.46216
Upper Lockyer,QLD,-27.48474,152.08096
Upper Lurg,VIC,-36.56937,146.18269
Upper Macdonald,NSW,-33.258,150.942
Upper Main Arm,NSW,-28.4944,153.38163
Upper Mangrove,NSW,-33.31096,151.12885
Upper Manilla,NSW,-30.64783,150.66663
Upper Mongogarie,NSW,-28.97018,152.85257
Upper Mount Gravatt,QLD,-27.55528,153.07972
Upper Mount Gravatt Bc,QLD,-27.5644,153.083
Upper Murray,WA,-32.9889,116.30684
Upper Myall,NSW,-32.25317,152.16959
Upper Natone,TAS,-41.2265,145.90376
Upper Nile,NSW,-32.96483,150.2498
Upper Orara,NSW,-30.27723,152.99121
Upper Pappinbarra,NSW,-31.31664,152.4594
Upper Pilton,QLD,-27.91338,152.0978
Upper Pinelands,QLD,-27.21304,151.96451
Upper Plenty,VIC,-37.42381,145.06036
Upper Rollands Plains,NSW,-31.24673,152.65378
Upper Rouchel,NSW,-32.09009,151.09918
Upper Ryans Creek,VIC,-36.63863,146.19316
Upper Scamander,TAS,-41.44605,148.18877
Upper Stone,QLD,-18.7462,145.94056
Upper Stowport,TAS,-41.15614,145.89646
Upper Sturt,SA,-35.015,138.686
Upper Swan,WA,-31.77311,116.02777
Upper Taylors Arm,NSW,-30.79597,152.66847
Upper Tenthill,QLD,-27.65133,152.22748
Upper Thora,NSW,-30.4194,152.799
Upper Tooloom,NSW,-28.52929,152.43978
Upper Turon,NSW,-33.09957,149.74168
Upper Warrego,QLD,-25.15419,147.31967
Upper Warren,WA,-34.36121,116.28164
Upper Wheatvale,QLD,-28.14058,151.88188
Upper Wilsons Creek,NSW,-28.51967,153.38594
Upper Woodstock,TAS,-43.08142,147.07574
Upper Yarraman,QLD,-26.88943,151.90639
Upper Yarrowitch,NSW,-31.2025,152.106
Upsalls Creek,NSW,-31.6252,152.64423
Upton Hill,VIC,-36.8873,145.409
Upwey,VIC,-37.90398,145.33094
Uraidla,SA,-34.96,138.74173
Uralba,NSW,-28.87294,153.47145
Uralla,NSW,-30.64148,151.49156
Uralla,NT,-14.4858,132.32
Urana,NSW,-35.32176,146.27023
Urangan,QLD,-25.3025,152.88861
Urangeline,NSW,-35.43257,146.59209
Urangeline East,NSW,-35.46325,146.68226
Urania,SA,-34.51168,137.60701
Uranquinty,NSW,-35.18852,147.24447
Urapuntja,NT,-21.8998,134.841
Urawilkie,NSW,-30.69448,148.73056
Urbenville,NSW,-28.46106,152.5183
Uriarra,NSW,-35.212,148.925
Uriarra Forest,ACT,-35.30538,148.89198
Uriarra Village,ACT,-35.297,148.923
Urila,NSW,-35.56446,149.2995
Urisino,NSW,-29.71032,143.73377
Urliup,NSW,-28.25401,153.40953
Uroly,NSW,-34.7874,146.368
Urraween,QLD,-25.29652,152.82353
Urrbrae,SA,-34.967,138.636
Urunga,NSW,-30.51983,152.97944
Useless Loop,WA,-26.13333,113.38333
Usher,WA,-33.37696,115.62973
Utakarra,WA,-28.77765,114.64091
Utchee Creek,QLD,-17.63069,145.91915
Utungun,NSW,-30.74747,152.83235
Uworra,SA,-31.96677,133.33013
Uxbridge,TAS,-42.78115,146.8513
V Gate,QLD,-26.88472,147.79996
Vacy,NSW,-32.53139,151.56889
Valdora,QLD,-26.55,153.0
Vale Of Clwydd,NSW,-33.4869,150.18358
Vale Park,SA,-34.88752,138.62446
Vale View,QLD,-27.661,151.904
Valencia Creek,VIC,-37.82362,146.97668
Valentine,NSW,-33.015,151.635
Valentine,WA,-28.54356,115.05661
Valentine Plains,QLD,-24.39873,150.55397
Valery,NSW,-30.40536,152.97639
Valettas Estate,QLD,-17.5227,146.028
Valkyrie,QLD,-22.06603,148.58079
Valla,NSW,-30.6,152.98333
Valla Beach,NSW,-30.58925,153.00775
Valley Heights,NSW,-33.7,150.58333
Valley Of Lagoons,QLD,-18.89223,145.56518
Valley View,SA,-34.841,138.663
Vancouver Peninsula,WA,-35.05986,117.93063
Varley,WA,-32.82316,119.53599
Varroville,NSW,-34.00758,150.8151
Varsity Lakes,QLD,-28.08455,153.41665
Vasa Views,QLD,-17.46447,145.96371
Vasey,VIC,-37.3694,141.87291
Vasse,WA,-33.67415,115.2529
Vaucluse,NSW,-33.85582,151.2712
Vaughan,VIC,-37.16021,144.2211
Vectis,VIC,-36.7327,142.08546
Veitch,SA,-34.6592,140.511
Venn,NT,-14.5934,132.48
Ventnor,QLD,-24.9104,151.28661
Ventnor,VIC,-38.48341,145.17277
Venus Bay,SA,-33.23356,134.67212
Venus Bay,VIC,-38.68333,145.8
Veradilla,QLD,-27.59127,152.19049
Verdun,SA,-35.00818,138.79197
Veresdale,QLD,-27.9089,152.978
Veresdale Scrub,QLD,-27.9201,153.0131
Vergemont,QLD,-23.53161,143.20314
Verges Creek,NSW,-31.08975,152.89117
Vermont,VIC,-37.838,145.198
Vermont South,VIC,-37.85659,145.18337
Vernon Islands,NT,-12.0595,131.094
Vernor,QLD,-27.46667,152.61667
Verona,NSW,-36.45063,149.84149
Verona Sands,TAS,-43.27196,147.16171
Verran,SA,-33.87735,136.34347
Verrierdale,QLD,-26.48333,153.01667
Vervale,VIC,-38.13333,145.66667
Vesper,VIC,-37.87422,146.06402
Veteran,QLD,-26.149,152.704
Victor Harbor,SA,-35.55,138.61667
Victor Harbor Central,SA,-35.5635,138.607
Victoria Gardens,VIC,-37.8132,145.012
Victoria Hill,QLD,-28.01194,151.8173
Victoria Park,WA,-31.97504,115.89772
Victoria Plains,QLD,-21.20166,149.00305
Victoria Plantation,QLD,-18.64123,146.19212
Victoria Point,QLD,-27.58333,153.3
Victoria Point,VIC,-37.51753,142.25863
Victoria Point West,QLD,-27.58932,153.28139
Victoria River,NT,-16.7123,130.518
Victoria River Downs,NT,-15.6164,131.128
Victoria Rock,WA,-31.5096,120.81921
Victoria Vale,QLD,-19.41211,142.71404
Victoria Valley,TAS,-42.31438,146.71496
Victoria Valley,VIC,-37.55327,142.2852
Victory Heights,QLD,-26.176,152.694
Victory Heights,WA,-30.77949,121.47292
Viewbank,VIC,-37.731,145.1
Viewmont,NSW,-30.6165,152.876
Villawood,NSW,-33.8815,150.98212
Villeneuve,QLD,-26.96167,152.63167
Vincent,QLD,-19.28783,146.76283
Vincentia,NSW,-35.07667,150.67361
Vine Vale,SA,-34.51962,139.00346
Vinegar Hill,QLD,-27.50063,152.24947
Vineyard,NSW,-33.6502,150.856
Vinifera,VIC,-35.20593,143.40141
Violet Hill,NSW,-32.45109,152.32089
Violet Town,VIC,-36.6372,145.71411
Virginia,NT,-12.5483,131.017
Virginia,QLD,-27.376,153.065
Virginia,SA,-34.6743,138.55609
Virginia Bc,QLD,-27.3699,153.06
Virginia Dc,QLD,-27.3699,153.06
Vista,SA,-34.83496,138.73044
Vite Vite,VIC,-37.875,143.17535
Vite Vite North,VIC,-37.77102,143.19886
Vittoria,NSW,-33.43196,149.36853
Vittoria,WA,-33.32815,115.67405
Viveash,WA,-31.876,115.99882
Vivonne Bay,SA,-35.98352,137.17514
Voyager Point,NSW,-33.959,150.979
W Tree,VIC,-37.32172,148.23804
Waaia,VIC,-36.05492,145.31228
Waanyarra,VIC,-36.83084,143.84716
Waarre,VIC,-38.57694,143.04052
Wabonga,VIC,-37.03326,146.551
Wacol,QLD,-27.58876,152.92542
Wacol East Immigration Centre,QLD,-27.5888,152.925
Wadalba,NSW,-33.273,151.468
Wadbilliga,NSW,-36.25387,149.60986
Waddamana,TAS,-42.15047,146.75515
Wadderin,WA,-32.07288,118.39139
Waddikee,SA,-33.31695,136.24497
Waddington,WA,-30.8388,116.26742
Waddy Forest,WA,-29.85648,116.20508
Wadeville,NSW,-28.55379,153.13841
Wadeye,NT,-14.24084,129.52076
Wadnaminga,SA,-32.5441,140.286
Waeel,WA,-31.65097,117.16878
Wagait Beach,NT,-12.43399,130.74591
Wagaman,NT,-12.3825,130.885
Wagerup,WA,-32.92633,115.90298
Wagga Wagga,NSW,-35.10817,147.35983
Wagga Wagga Bc,NSW,-35.1082,147.36
Wagga Wagga North,NSW,-35.0957,147.378
Wagga Wagga Raaf,NSW,-35.1494,147.468
Wagga Wagga South,NSW,-35.10817,147.35983
Waggarandall,VIC,-36.25194,145.80056
Waggrakine,WA,-28.68465,114.6446
Wagin,WA,-33.31093,117.34617
Wagoora,QLD,-20.865,148.731
Wagragobilly,NSW,-35.09903,148.27585
Wagstaffe,NSW,-33.524,151.343
Wagtail Grove,QLD,-27.1048,152.8808
Wahgunyah,VIC,-35.98526,146.43839
Wahoon,QLD,-25.89325,151.72095
Wahpunga,QLD,-26.2471,152.896
Wahring,VIC,-36.71145,145.26771
Wahroonga,NSW,-33.71863,151.11037
Waikerie,SA,-34.1847,139.98269
Waikiki,WA,-32.31546,115.75302
Waikola,QLD,-25.50262,149.53747
Wail,VIC,-36.56225,142.06906
Wainui,QLD,-27.32721,151.46106
Wairewa,VIC,-37.71753,148.16396
Wairuna,QLD,-18.43618,145.48161
Waitara,NSW,-33.70835,151.10683
Waitchie,VIC,-35.37235,143.12916
Waitpinga,SA,-35.59965,138.4956
Waitui,NSW,-31.68497,152.53849
Wak Wak,NT,-12.6619,131.335
Wakefield,NSW,-32.949,151.551
Wakeley,NSW,-33.8762,150.9123
Wakerley,QLD,-27.48333,153.16667
Wakool,NSW,-35.46897,144.38874
Wal Wal,VIC,-36.76252,142.7145
Walang,NSW,-33.45214,149.78132
Walbundrie,NSW,-35.69428,146.74156
Walcha,NSW,-30.98525,151.59327
Walcha Road,NSW,-30.91095,151.40342
Waldara,VIC,-36.31849,146.28735
Waldegrave,NSW,-33.4365,149.05
Walebing,WA,-30.69491,116.21185
Walgett,NSW,-30.0268,148.1231
Walgoolan,WA,-31.34581,118.60314
Walhalla,VIC,-37.93827,146.45073
Walhalla East,VIC,-37.9326,146.581
Walhallow,NSW,-31.64478,150.23441
Walhallow,QLD,-26.54872,148.18803
Walkamin,QLD,-17.12806,145.42778
Walkaway,WA,-28.94038,114.83952
Walker Flat,SA,-34.76512,139.56858
Walkers Point,QLD,-25.50837,152.75003
Walkerston,QLD,-21.15875,149.06519
Walkervale,QLD,-24.88223,152.35945
Walkerville,SA,-34.89158,138.61759
Walkerville,VIC,-38.82491,145.96962
Walkerville North,VIC,-38.8419,145.999
Walkerville South,VIC,-38.86117,145.99783
Walkley Heights,SA,-34.839,138.638
Wall,SA,-34.9675,139.3
Wall Flat,SA,-34.9675,139.3
Walla Walla,NSW,-35.75955,146.90211
Wallabadah,NSW,-31.55017,150.82678
Wallabi Point,NSW,-31.99205,152.55904
Wallaby Creek,NSW,-28.45841,152.44366
Wallace,VIC,-37.56082,144.05756
Wallace Rockhole,NT,-24.1236,133.09
Wallacedale,VIC,-37.94801,141.82728
Wallaces Creek,QLD,-28.06205,152.65598
Wallacetown,NSW,-34.97698,147.47121
Wallacia,NSW,-33.865,150.64
Wallaga Lake,NSW,-36.38597,150.06678
Wallaga Lake Heights,NSW,-36.391,150.064
Wallagaraugh,VIC,-37.34277,149.67263
Wallagoot,NSW,-36.75786,149.93998
Wallala,SA,-32.32116,134.61837
Wallalong,NSW,-32.69833,151.65111
Wallaloo,VIC,-36.75498,142.82156
Wallaloo East,VIC,-36.78646,142.90665
Wallaman,QLD,-18.67431,145.84559
Wallamore,NSW,-31.04245,150.82023
Wallan,VIC,-37.40669,144.97982
Wallan East,VIC,-37.41729,145.00715
Wallanbah,NSW,-32.09643,152.10387
Wallangarra,QLD,-28.89963,151.94985
Wallangra,NSW,-29.2893,150.99205
Wallanthery,NSW,-33.34738,145.83464
Wallarah,NSW,-33.223,151.465
Wallareenya,WA,-20.74577,118.80961
Wallaringa,NSW,-32.44798,151.67609
Wallarobba,NSW,-32.48838,151.70214
Wallaroo,NSW,-35.153,149.007
Wallaroo,QLD,-23.71479,149.60259
Wallaroo,SA,-33.93108,137.63333
Wallaroo,WA,-30.86511,120.50912
Wallaroo Mines,SA,-33.96996,137.69721
Wallaroo Plain,SA,-33.8286,137.6481
Wallaville,QLD,-25.07139,151.99972
Wallaway,SA,-32.6359,138.588
Wallendbeen,NSW,-34.52213,148.12097
Wallerawang,NSW,-33.41742,150.06064
Wallerberdina,SA,-31.8531,138.007
Walleroobie,NSW,-34.49246,147.04743
Walliebum,QLD,-25.4586,152.72294
Walligan,QLD,-25.33611,152.76178
Wallinduc,VIC,-37.8635,143.50508
Wallingat,NSW,-32.3032,152.45665
Wallington,VIC,-38.2247,144.51085
Wallis Lake,NSW,-32.26585,152.48564
Walliston,WA,-31.99961,116.07224
Walliston Dc,WA,-31.994,116.072
Walloon,QLD,-27.60274,152.66365
Walloway,SA,-32.63593,138.58764
Walls Of Jerusalem,TAS,-41.9015,146.253
Wallsend,NSW,-32.898,151.668
Wallsend Dc,NSW,-32.9022,151.667
Wallsend South,NSW,-32.92064,151.67549
Wallu,QLD,-25.95038,152.90735
Wallumbilla,QLD,-26.58015,149.18815
Wallumbilla North,QLD,-26.47204,149.17582
Wallumbilla South,QLD,-26.59672,149.11077
Wallup,VIC,-36.36052,142.24501
Walmer,NSW,-32.65105,148.79997
Walmer,VIC,-36.97146,144.15019
Walmsley,WA,-34.98266,117.91293
Walmul,QLD,-23.72062,150.37188
Walpa,VIC,-37.79397,147.38921
Walpeup,VIC,-35.11557,142.06392
Walpole,WA,-34.97586,116.73316
Walsall,WA,-33.79796,115.37571
Walter Hill,QLD,-17.82275,145.80349
Walter Lever Estate,QLD,-17.71935,145.97095
Walterhall,QLD,-23.62851,150.38341
Waltowa,SA,-35.62997,139.41365
Walwa,VIC,-35.96428,147.68145
Walyormouring,WA,-31.20513,116.87828
Walyunga National Park,WA,-31.72763,116.07091
Walyurin,WA,-32.87095,118.25587
Wamban,NSW,-35.94908,150.02802
Wambangalang,NSW,-32.5902,148.532
Wamberal,NSW,-33.418,151.443
Wamboin,NSW,-35.25833,149.30694
Wambool,NSW,-33.50036,149.76135
Wambrook,NSW,-36.15347,148.96685
Wamenusking,WA,-32.147,117.61694
Wami Kata,SA,-32.44429,137.80353
Wamoon,NSW,-34.53185,146.33181
Wamuran,QLD,-27.03589,152.86274
Wamuran Basin,QLD,-27.0472,152.826
Wanaaring,NSW,-29.70282,144.14512
Wanalta,VIC,-36.61985,144.92437
Wanarn,NT,-23.5887,131.281
Wanbi,SA,-34.76708,140.3061
Wandal,QLD,-23.36667,150.5
Wandana,SA,-31.97092,133.81391
Wandana,WA,-28.17601,115.31889
Wandana Heights,VIC,-38.17689,144.30027
Wandandian,NSW,-35.08333,150.5
Wandearah,SA,-33.39315,137.97416
Wandearah East,SA,-33.45931,138.08779
Wandearah West,SA,-33.3932,137.974
Wandella,NSW,-36.31151,149.85623
Wandella,VIC,-35.75759,143.85293
Wandera,NSW,-29.67112,151.14906
Wandering,WA,-32.67735,116.67337
Wandi,WA,-32.19285,115.88071
Wandiligong,VIC,-36.7908,146.97738
Wandillup,WA,-34.01161,116.08553
Wandilo,SA,-37.73791,140.72804
Wandin East,VIC,-37.811,145.453
Wandin North,VIC,-37.769,145.411
Wandina,WA,-28.81789,114.63572
Wando Bridge,VIC,-37.47744,141.42538
Wando Vale,VIC,-37.50398,141.44474
Wandoan,QLD,-26.12376,149.96417
Wandong,VIC,-37.33602,145.03998
Wandook,NSW,-35.41307,145.04968
Wandown,VIC,-34.82232,142.94276
Wandsworth,NSW,-30.07212,151.51981
Wanerie,WA,-31.2015,115.59545
Wang Wauk,NSW,-32.13887,152.28026
Wangan,QLD,-17.57289,146.00549
Wangandary,VIC,-36.32651,146.23705
Wanganella,NSW,-35.29501,144.90579
Wanganui,NSW,-28.56606,153.38152
Wangara,WA,-31.7915,115.82812
Wangara Dc,WA,-31.7888,115.814
Wangarabell,VIC,-37.38983,149.51104
Wangaratta,QLD,-19.7622,147.50463
Wangaratta,VIC,-36.36828,146.31721
Wangaratta Forward,VIC,-36.3683,146.317
Wangaratta South,VIC,-36.39133,146.2594
Wangaratta West,VIC,-36.35412,146.30444
Wangary,SA,-34.56216,135.47836
Wangetti,QLD,-16.65791,145.56557
Wangi Wangi,NSW,-33.06834,151.57493
Wangie,VIC,-35.6918,143.261
Wangolina,SA,-36.95423,139.72689
Wangoom,VIC,-38.33333,142.58333
Wanguri,NT,-12.3725,130.88778
Wanilla,SA,-34.52679,135.67831
Wanjuru,QLD,-17.44823,146.06268
Wannamal,WA,-31.14629,116.15958
Wannanup,WA,-32.59774,115.64826
Wanneroo,WA,-31.7573,115.80648
Wanniassa,ACT,-35.40306,149.09722
Wannon,VIC,-37.68385,141.83444
Wanora,QLD,-27.51667,152.66667
Wansbrough,WA,-34.14279,117.67363
Wantabadgery,NSW,-35.0518,147.72346
Wantagong,NSW,-35.74825,147.57345
Wantiool,NSW,-34.90196,147.69456
Wantirna,VIC,-37.84796,145.22893
Wantirna South,VIC,-37.87695,145.23296
Wapengo,NSW,-36.59626,149.99177
Wappilka,SA,-34.39318,140.29743
Wapra,NSW,-31.9652,151.794
Waraba,QLD,-27.0866,152.8783
Warabrook,NSW,-32.88167,151.71778
Warakurna,WA,-25.0011,128.288
Waramanga,ACT,-35.353,149.063
Warana,QLD,-26.723,153.13
Warana Beach,QLD,-26.7143,153.136
Waranga,VIC,-36.53309,145.06215
Waranga Shores,VIC,-36.5316,145.069
Waratah,NSW,-32.90528,151.725
Waratah,TAS,-41.44548,145.53078
Waratah Bay,VIC,-38.79999,146.06402
Waratah North,VIC,-38.77088,146.07331
Waratah West,NSW,-32.901,151.715
Warawarrup,WA,-33.05212,115.90768
Warburn,NSW,-34.17754,145.93649
Warburto,SA,-33.98786,137.63721
Warburton,QLD,-22.46226,140.86256
Warburton,VIC,-37.75254,145.69484
Warburton,WA,-26.13388,126.57864
Ward,QLD,-25.9252,146.147
Ward Belt,SA,-34.58891,138.69479
Ward Hill,SA,-33.68805,137.87182
Wardell,NSW,-28.95,153.46667
Wardering,WA,-32.82428,117.2981
Warding East,WA,-31.75851,117.09035
Wardrop Valley,NSW,-28.36343,153.45376
Wards Mistake,NSW,-30.09663,152.03227
Wards River,NSW,-32.20789,151.93675
Wareek,VIC,-37.0145,143.61118
Wareemba,NSW,-33.85749,151.13231
Warenda,QLD,-22.50096,140.3051
Wargambegal,NSW,-33.43528,146.47214
Wargan,VIC,-34.19967,141.99391
Warialda,NSW,-29.51863,150.55377
Warialda Rail,NSW,-29.63944,150.53492
Warilla,NSW,-34.55278,150.86167
Warkon,QLD,-26.9279,149.42193
Warkworth,NSW,-32.5762,151.03877
Warmun,WA,-17.02973,128.21077
Warmur,VIC,-36.08629,142.75496
Warnbro,WA,-32.33676,115.7595
Warncoort,VIC,-38.35027,143.7037
Warne,VIC,-35.77678,143.10632
Warnecliffe,NSW,-32.9832,149.085
Warneet,VIC,-38.224,145.309
Warner,QLD,-27.31243,152.95001
Warner Glen,WA,-34.12123,115.21602
Warners Bay,NSW,-32.982,151.651
Warnertown,SA,-33.22516,138.10703
Warnervale,NSW,-33.249,151.431
Warnes,SA,-33.4066,139.505
Warnoah,QLD,-24.60608,149.85947
Warnung,QLD,-26.15676,151.83507
Warooka,SA,-34.99,137.399
Waroona,WA,-32.843,115.85263
Waroonee,SA,-32.5039,139.227
Warra,QLD,-26.9234,150.94346
Warrabah,NSW,-30.48432,150.97837
Warraber Island,QLD,-10.20822,142.82457
Warraber Islet,QLD,-10.2082,142.825
Warrabkook,VIC,-37.98504,142.03173
Warrachie,SA,-33.65598,135.71223
Warrachuppin,WA,-31.0118,118.69372
Warracknabeal,VIC,-36.25276,142.39196
Warradale,SA,-35.007,138.538
Warradale North,SA,-35.007,138.538
Warradarge,WA,-30.05683,115.32925
Warraderry,NSW,-33.65321,148.32856
Warragai Creek,NSW,-29.57235,152.97212
Warragamba,NSW,-33.89167,150.60333
Warragoon,NSW,-35.60505,145.16828
Warragul,VIC,-38.15375,145.92978
Warragul South,VIC,-38.2181,145.92472
Warragul West,VIC,-38.16927,145.88297
Warrah,NSW,-31.68251,150.6498
Warrah Creek,NSW,-31.8122,150.65065
Warrah Ridge,NSW,-31.59484,150.54501
Warrak,VIC,-37.26647,143.14773
Warral,NSW,-31.1652,150.8512
Warralakin,WA,-30.96134,118.59492
Warramboo,SA,-33.24469,135.59252
Warrami,QLD,-18.08964,145.82699
Warrandyte,VIC,-37.738,145.223
Warrandyte South,VIC,-37.76053,145.24526
Warrane,TAS,-42.85972,147.37667
Warranulla,NSW,-32.21818,152.14968
Warranwood,VIC,-37.777,145.249
Warrawee,NSW,-33.72894,151.12183
